date_time,return
s0d1001,0.0011656873898254854
s1d1001,0.0021341210407275417
s2d1001,0.0016002579618327726
s3d1001,0.0019144753387120295
s4d1001,0.001579084117579627
s5d1001,0.001101593843375974
s6d1001,0.0017954564244887406
s7d1001,0.001993414672178127
s8d1001,0.0018379191458401927
s9d1001,0.0013877888371736451
s10d1001,0.0016188772234253873
s11d1001,0.0032380956057386796
s12d1001,0.00271520083626006
s13d1001,0.0018721661185084637
s14d1001,0.0016087890821271699
s15d1001,0.0011871616504087327
s16d1001,0.0025469286124357314
s17d1001,0.0026954036854763917
s18d1001,0.002713201848060504
s19d1001,0.0021714070941471052
s20d1001,0.001236325818172503
s21d1001,0.003514562944451618
s22d1001,0.007191214945353473
s23d1001,0.0027048166221699094
s24d1001,0.001966490579846235
s25d1001,0.0018601269330393443
s26d1001,0.0017565400531657873
s27d1001,0.0020659415481100317
s28d1001,0.0011826385360691684
s29d1001,0.001869434265570152
s30d1001,0.0017033275398051172
s31d1001,0.0016269213790384217
s32d1001,0.0016773932872784277
s33d1001,0.001243398391811249
s34d1001,0.001414456642474823
s35d1001,0.0013622719634564231
s36d1001,0.0016098288538426522
s37d1001,0.0014344176950162552
s38d1001,0.001790039484106636
s39d1001,0.002282542666945157
s40d1001,0.0017552828014816648
s41d1001,0.001547777871587712
s42d1001,0.0015515119763089376
s43d1001,0.0030164471920555796
s44d1001,0.0014895979384576042
s45d1001,0.00211743422163636
s46d1001,0.0018058584862655524
s47d1001,0.001802047377886654
s48d1001,0.0016183564764215494
s49d1001,0.0016769708651042604
s50d1001,0.0015399119545776276
s51d1001,0.0011559622626115093
s52d1001,0.0011399225432484562
s53d1001,0.001846953845610354
s0d1002,0.0014972758548347483
s1d1002,0.0012284759233272989
s2d1002,0.0008584803336166844
s3d1002,0.0014183236743695491
s4d1002,0.0008716227084511546
s5d1002,0.0009997026096443908
s6d1002,0.0008230003218955909
s7d1002,0.0010270680486162821
s8d1002,0.0012229050933003644
s9d1002,0.0011202204034656833
s10d1002,0.0012231074496153469
s11d1002,0.0009965216540651551
s12d1002,0.0012490726843307665
s13d1002,0.0009672518127165496
s14d1002,0.0008194427231838074
s15d1002,0.0008885632685402696
s16d1002,0.0006561323001133149
s17d1002,0.0009419533638256425
s18d1002,0.0007876858114282148
s19d1002,0.0007153516862968123
s20d1002,0.00044733558196721236
s21d1002,0.0009023697931741241
s22d1002,0.000783304798453508
s23d1002,0.0008313874122247867
s24d1002,0.0009544094509399423
s25d1002,0.0007703723587007866
s26d1002,0.00080366397764234
s27d1002,0.0012313834534926653
s28d1002,0.0010877867761842513
s29d1002,0.0008839519252011492
s30d1002,0.0011699419501490168
s31d1002,0.0009722695258204133
s32d1002,0.0011501308447453723
s33d1002,0.0009283524010761082
s34d1002,0.0010063209487274757
s35d1002,0.0011341027608479351
s36d1002,0.0012224782514522975
s37d1002,0.0008972590470619534
s38d1002,0.0007273490006699116
s39d1002,0.0011084696819002315
s40d1002,0.0012131788215271715
s41d1002,0.0011442152188169573
s42d1002,0.0012062334186631926
s43d1002,0.0008068527845936553
s44d1002,0.0011373493294218107
s45d1002,0.0012531638866662038
s46d1002,0.001116498557743282
s47d1002,0.0009238305425472667
s48d1002,0.0011321445481457045
s49d1002,0.0009933398165883592
s50d1002,0.0009561524190405295
s51d1002,0.0011305382188631149
s52d1002,0.0007713830765485833
s53d1002,0.0009370270675920305
s0d1003,0.0006827450126198696
s1d1003,0.0010590082252801309
s2d1003,0.001004519281050816
s3d1003,0.000747462358925918
s4d1003,0.0009231175853045234
s5d1003,0.0011828447549234742
s6d1003,0.0009368759292608048
s7d1003,0.001011724911167152
s8d1003,0.0008619576084442605
s9d1003,0.001046740804074329
s10d1003,0.0009993260423944406
s11d1003,0.0008816028487829591
s12d1003,0.0007896019871478862
s13d1003,0.0006007308596173424
s14d1003,0.0009845983050006347
s15d1003,0.0003595552472481314
s16d1003,0.00098932335913798
s17d1003,0.0009763548550521801
s18d1003,0.0008261173290014261
s19d1003,0.0009249291103462277
s20d1003,0.0009043527805222805
s21d1003,0.0008431914751181125
s22d1003,0.0009759287564622436
s23d1003,0.0008120952066246324
s24d1003,0.0008615907252674051
s25d1003,0.0009388734663641107
s26d1003,0.0009951949614335845
s27d1003,0.0009798803603505112
s28d1003,0.0007685584362579461
s29d1003,-2.369500403495142e-05
s30d1003,0.0005628324891926403
s31d1003,0.0006232004254135572
s32d1003,0.0006221267546311789
s33d1003,0.0008152614051162561
s34d1003,0.0007664119367267648
s35d1003,0.0009235860321467196
s36d1003,0.0008504138415067022
s37d1003,0.0008546956742975043
s38d1003,0.0011896627790493012
s39d1003,0.00108762499369359
s40d1003,0.000692140364487448
s41d1003,0.0006422500415844551
s42d1003,0.00038188659924778476
s43d1003,0.0005163456654989369
s44d1003,0.0006732819611092208
s45d1003,0.0007989327104522689
s46d1003,0.0010463284734286394
s47d1003,0.000624580870723504
s48d1003,-1.5707629878733594e-05
s49d1003,0.0002072759835848744
s50d1003,0.0002815568529092537
s51d1003,0.0005433639007274716
s52d1003,0.0005069500727809162
s53d1003,0.0009824561265989722
s0d1004,0.0017168389506395808
s1d1004,0.0017520908816276584
s2d1004,0.0009799965632975893
s3d1004,0.0015510816293193871
s4d1004,0.002316508540089194
s5d1004,0.0015410161823583837
s6d1004,0.0007186430198591121
s7d1004,0.0008498872269711709
s8d1004,0.0009325605408262751
s9d1004,0.0010391026103087361
s10d1004,0.0012291250768084233
s11d1004,0.0011064595429121844
s12d1004,0.001237000380241467
s13d1004,0.0013308153982430882
s14d1004,0.0013196237294679307
s15d1004,0.0012951657196388737
s16d1004,0.0009711623191305707
s17d1004,0.0009183249133506348
s18d1004,0.0009848423243252172
s19d1004,0.0009360259823038123
s20d1004,0.0006052772875004906
s21d1004,0.0008843527625397056
s22d1004,0.0010633490066558702
s23d1004,0.0006920191412010575
s24d1004,0.0010346570225487734
s25d1004,0.0008740243387177756
s26d1004,0.0009949486987486465
s27d1004,0.0007924022695070981
s28d1004,0.0009566948773897137
s29d1004,0.0015247098271585324
s30d1004,0.001207085962005671
s31d1004,0.0013152295536834687
s32d1004,0.0005697765918186778
s33d1004,0.0008839694865438541
s34d1004,0.000801398091291467
s35d1004,0.0002553241393715732
