date_time,return
s0d1001,0.0008386663072268124
s1d1001,0.0017565684044871866
s2d1001,0.0012507733172868532
s3d1001,0.0015477506392539363
s4d1001,0.0012296172376644828
s5d1001,0.0007770865376098123
s6d1001,0.0014347662452103079
s7d1001,0.0016217185848699705
s8d1001,0.001475306971716161
s9d1001,0.0010482196110991858
s10d1001,0.0012682404575388522
s11d1001,0.0027978467898894933
s12d1001,0.002302558967374592
s13d1001,0.0015054194440990724
s14d1001,0.0012590172197997178
s15d1001,0.0008585900251182133
s16d1001,0.0021440842906010234
s17d1001,0.0022869423509310842
s18d1001,0.0023017272094589484
s19d1001,0.0017894734449581868
s20d1001,0.0009027263017971595
s21d1001,0.0030628219151873203
s22d1001,0.0065315566190775
s23d1001,0.002285625428850564
s24d1001,0.0015904673824138859
s25d1001,0.0014946368807881344
s26d1001,0.00139654088992553
s27d1001,0.0016893097743449952
s28d1001,0.0008531805670741284
s29d1001,0.001503872397384463
s30d1001,0.0013474033460795151
s31d1001,0.0012752301130045736
s32d1001,0.0013218995309868188
s33d1001,0.0009102361268768834
s34d1001,0.0010737292311735224
s35d1001,0.0010234638642878562
s36d1001,0.0012573953409912271
s37d1001,0.0010907612241661956
s38d1001,0.0014301097043952517
s39d1001,0.0018966150682866753
s40d1001,0.0013959660432211769
s41d1001,0.001201281549698471
s42d1001,0.0012040865146732184
s43d1001,0.0025850831807947942
s44d1001,0.001141397564080471
s45d1001,0.001738319455219308
s46d1001,0.001443317756755119
s47d1001,0.0014412927198917452
s48d1001,0.0012678184790566771
s49d1001,0.001323933418852196
s50d1001,0.0011936499352068934
s51d1001,0.0008292652499499961
s52d1001,0.0008147572811355874
s53d1001,0.0014839641190897666
s0d1002,0.0011533835090640483
s1d1002,0.0008977716291725703
s2d1002,0.0005484832539625374
s3d1002,0.0010781697667240264
s4d1002,0.0005611720761256388
s5d1002,0.0006830391542045578
s6d1002,0.0005153883481762726
s7d1002,0.0007084100051686871
s8d1002,0.0008947129680770751
s9d1002,0.0007974360773950677
s10d1002,0.0008949113224720397
s11d1002,0.0006800788933888013
s12d1002,0.0009190700954662906
s13d1002,0.0006524074403110593
s14d1002,0.0005119402423570175
s15d1002,0.0005778330415975885
s16d1002,0.00035708601906297294
s17d1002,0.0006286378433913678
s18d1002,0.00048190877727138665
s19d1002,0.0004119183447936557
s20d1002,0.00015852683975046576
s21d1002,0.0005907276767911369
s22d1002,0.00047810540057294107
s23d1002,0.0005235476039196201
s24d1002,0.0006402603819782074
s25d1002,0.0004657632452687345
s26d1002,0.0004974142852199066
s27d1002,0.0009011478989868545
s28d1002,0.0007645541442723657
s29d1002,0.0005726862429852495
s30d1002,0.0008446386786121287
s31d1002,0.0006567794885628407
s32d1002,0.0008261146705285441
s33d1002,0.0006157168019922058
s34d1002,0.0006886455514604041
s35d1002,0.000808977631890999
s36d1002,0.0008928864170017797
s37d1002,0.0005853132096441198
s38d1002,0.0004241131767376298
s39d1002,0.0007865623626999475
s40d1002,0.0008858547936503283
s41d1002,0.0008205705551210495
s42d1002,0.0008784305257567813
s43d1002,0.000499731694709605
s44d1002,0.0008139202836711572
s45d1002,0.0009238746232227927
s46d1002,0.0007943939554993539
s47d1002,0.0006108421996017777
s48d1002,0.0008093426651606202
s49d1002,0.0006775832514636791
s50d1002,0.0006422758843828468
s51d1002,0.0008079101484222678
s52d1002,0.00046652501457991233
s53d1002,0.0006241006999845582
s0d1003,0.000382699949907004
s1d1003,0.0007396764445942615
s2d1003,0.0006882129870491207
s3d1003,0.0004428320855915035
s4d1003,0.0006106307254200806
s5d1003,0.0008569480408737115
s6d1003,0.0006238716962085411
s7d1003,0.0006950012531853134
s8d1003,0.0005529025174801274
s9d1003,0.000728159376131523
s10d1003,0.0006831875788961186
s11d1003,0.0005715452174951177
s12d1003,0.0004837183218692198
s13d1003,0.00030479296454912776
s14d1003,0.0006682287766500246
s15d1003,7.594420713897512e-05
s16d1003,0.0006739687412248144
s17d1003,0.0006614442835844645
s18d1003,0.000519025762226871
s19d1003,0.0006128915497751353
s20d1003,0.0005931394897960589
s21d1003,0.0005350516139318168
s22d1003,0.0006611585309218215
s23d1003,0.0005049780929464267
s24d1003,0.0005523860235999301
s25d1003,0.0006260390397148908
s26d1003,0.0006794377195822041
s27d1003,0.0006648343864411163
s28d1003,0.0004619893598673025
s29d1003,-0.0002909543319756947
s30d1003,0.0002671112935696521
s31d1003,0.0003255977830810776
s32d1003,0.00032447942549205817
